,Unnamed: 0,instrument,granularity,time,stringTime,volume,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose,askOpen,askHigh,askLow,askClose,openCloseDelta,target
0,0,AUDUSD,H1,2021-07-02 03:00:00,2021-07-02T03:00:00,2027,0.74649,0.74686,0.74624,0.74624,0.74649,0.74686,0.74624,0.74624,0.74649,0.74686,0.74624,0.74624,-0.00024999999999997247,0.74625
1,1,AUDUSD,H1,2021-07-02 04:00:00,2021-07-02T04:00:00,3057,0.74624,0.74676,0.74599,0.74616,0.74624,0.74676,0.74599,0.74616,0.74624,0.74676,0.74599,0.74616,-7.999999999996898e-05,0.7463
2,2,AUDUSD,H1,2021-07-02 05:00:00,2021-07-02T05:00:00,1878,0.74616,0.74641,0.74598,0.74625,0.74616,0.74641,0.74598,0.74625,0.74616,0.74641,0.74598,0.74625,8.999999999992347e-05,0.74661
3,3,AUDUSD,H1,2021-07-02 06:00:00,2021-07-02T06:00:00,1043,0.74625,0.74641,0.74616,0.7463,0.74625,0.74641,0.74616,0.7463,0.74625,0.74641,0.74616,0.7463,4.999999999999449e-05,0.74656
4,4,AUDUSD,H1,2021-07-02 07:00:00,2021-07-02T07:00:00,909,0.7463,0.74682,0.74627,0.74661,0.7463,0.74682,0.74627,0.74661,0.7463,0.74682,0.74627,0.74661,0.00031000000000003247,0.74614
5,5,AUDUSD,H1,2021-07-02 08:00:00,2021-07-02T08:00:00,973,0.74661,0.74703,0.74646,0.74656,0.74661,0.74703,0.74646,0.74656,0.74661,0.74703,0.74646,0.74656,-4.999999999999449e-05,0.74522
6,6,AUDUSD,H1,2021-07-02 09:00:00,2021-07-02T09:00:00,2052,0.74656,0.74682,0.74587,0.74614,0.74656,0.74682,0.74587,0.74614,0.74656,0.74682,0.74587,0.74614,-0.00041999999999997595,0.74522
7,7,AUDUSD,H1,2021-07-02 10:00:00,2021-07-02T10:00:00,3286,0.74614,0.74617,0.74498,0.74522,0.74614,0.74617,0.74498,0.74522,0.74614,0.74617,0.74498,0.74522,-0.0009200000000000319,0.74493
8,8,AUDUSD,H1,2021-07-02 11:00:00,2021-07-02T11:00:00,3341,0.74522,0.74634,0.74503,0.74522,0.74522,0.74634,0.74503,0.74522,0.74522,0.74634,0.74503,0.74522,0.0,0.74628
9,9,AUDUSD,H1,2021-07-02 12:00:00,2021-07-02T12:00:00,3393,0.74522,0.74557,0.74486,0.74493,0.74522,0.74557,0.74486,0.74493,0.74522,0.74557,0.74486,0.74493,-0.00029000000000001247,0.74635
10,10,AUDUSD,H1,2021-07-02 13:00:00,2021-07-02T13:00:00,1902,0.74493,0.74656,0.74485,0.74628,0.74493,0.74656,0.74485,0.74628,0.74493,0.74656,0.74485,0.74628,0.0013500000000000734,0.74888
11,11,AUDUSD,H1,2021-07-02 14:00:00,2021-07-02T14:00:00,2699,0.74628,0.74672,0.74614,0.74635,0.74628,0.74672,0.74614,0.74635,0.74628,0.74672,0.74614,0.74635,6.999999999990347e-05,0.74902
12,12,AUDUSD,H1,2021-07-02 15:00:00,2021-07-02T15:00:00,18140,0.74635,0.74915,0.74435,0.74888,0.74635,0.74915,0.74435,0.74888,0.74635,0.74915,0.74435,0.74888,0.0025300000000000322,0.74911
13,13,AUDUSD,H1,2021-07-02 16:00:00,2021-07-02T16:00:00,11899,0.74888,0.74957,0.74791,0.74902,0.74888,0.74957,0.74791,0.74902,0.74888,0.74957,0.74791,0.74902,0.000140000000000029,0.7497
14,14,AUDUSD,H1,2021-07-02 17:00:00,2021-07-02T17:00:00,8935,0.74902,0.74973,0.74817,0.74911,0.74902,0.74973,0.74817,0.74911,0.74902,0.74973,0.74817,0.74911,9.00000000000345e-05,0.75002
15,15,AUDUSD,H1,2021-07-02 18:00:00,2021-07-02T18:00:00,4295,0.74912,0.75004,0.74876,0.7497,0.74912,0.75004,0.74876,0.7497,0.74912,0.75004,0.74876,0.7497,0.0005800000000000249,0.75251
16,16,AUDUSD,H1,2021-07-02 19:00:00,2021-07-02T19:00:00,2391,0.7497,0.75007,0.74926,0.75002,0.7497,0.75007,0.74926,0.75002,0.7497,0.75007,0.74926,0.75002,0.00031999999999998696,0.75294
17,17,AUDUSD,H1,2021-07-02 20:00:00,2021-07-02T20:00:00,2253,0.75002,0.75259,0.74971,0.75251,0.75002,0.75259,0.74971,0.75251,0.75002,0.75259,0.74971,0.75251,0.0024899999999999922,0.75278
18,18,AUDUSD,H1,2021-07-02 21:00:00,2021-07-02T21:00:00,2244,0.75251,0.75325,0.75249,0.75294,0.75251,0.75325,0.75249,0.75294,0.75251,0.75325,0.75249,0.75294,0.00043000000000004146,0.75263
19,19,AUDUSD,H1,2021-07-02 22:00:00,2021-07-02T22:00:00,1651,0.75294,0.75294,0.75254,0.75278,0.75294,0.75294,0.75254,0.75278,0.75294,0.75294,0.75254,0.75278,-0.000160000000000049,0.75234
20,20,AUDUSD,H1,2021-07-02 23:00:00,2021-07-02T23:00:00,1468,0.75278,0.75298,0.75212,0.75263,0.75278,0.75298,0.75212,0.75263,0.75278,0.75298,0.75212,0.75263,-0.00014999999999998348,0.75191
21,21,AUDUSD,H1,2021-07-05 00:00:00,2021-07-05T00:00:00,141,0.75224,0.75236,0.75176,0.75234,0.75224,0.75236,0.75176,0.75234,0.75224,0.75236,0.75176,0.75234,9.999999999998899e-05,0.75175
22,22,AUDUSD,H1,2021-07-05 01:00:00,2021-07-05T01:00:00,1076,0.75248,0.75289,0.75189,0.75191,0.75248,0.75289,0.75189,0.75191,0.75248,0.75289,0.75189,0.75191,-0.0005700000000000705,0.7514
23,23,AUDUSD,H1,2021-07-05 02:00:00,2021-07-05T02:00:00,1796,0.75191,0.75234,0.7517,0.75175,0.75191,0.75234,0.7517,0.75175,0.75191,0.75234,0.7517,0.75175,-0.00015999999999993797,0.75181
24,24,AUDUSD,H1,2021-07-05 03:00:00,2021-07-05T03:00:00,1697,0.75175,0.75181,0.75118,0.7514,0.75175,0.75181,0.75118,0.7514,0.75175,0.75181,0.75118,0.7514,-0.0003500000000000725,0.75172
25,25,AUDUSD,H1,2021-07-05 04:00:00,2021-07-05T04:00:00,2482,0.7514,0.75204,0.75086,0.75181,0.7514,0.75204,0.75086,0.75181,0.7514,0.75204,0.75086,0.75181,0.00041000000000002146,0.75116
26,26,AUDUSD,H1,2021-07-05 05:00:00,2021-07-05T05:00:00,1534,0.75181,0.75186,0.75125,0.75172,0.75181,0.75186,0.75125,0.75172,0.75181,0.75186,0.75125,0.75172,-8.999999999992347e-05,0.75163
27,27,AUDUSD,H1,2021-07-05 06:00:00,2021-07-05T06:00:00,1418,0.75173,0.75231,0.75109,0.75116,0.75173,0.75231,0.75109,0.75116,0.75173,0.75231,0.75109,0.75116,-0.0005699999999999594,0.75117
28,28,AUDUSD,H1,2021-07-05 07:00:00,2021-07-05T07:00:00,1138,0.75116,0.7517,0.75084,0.75163,0.75116,0.7517,0.75084,0.75163,0.75116,0.7517,0.75084,0.75163,0.00046999999999997044,0.75251
29,29,AUDUSD,H1,2021-07-05 08:00:00,2021-07-05T08:00:00,1643,0.75163,0.75202,0.751,0.75117,0.75163,0.75202,0.751,0.75117,0.75163,0.75202,0.751,0.75117,-0.00046000000000001595,0.75292
30,30,AUDUSD,H1,2021-07-05 09:00:00,2021-07-05T09:00:00,2865,0.75117,0.75266,0.75095,0.75251,0.75117,0.75266,0.75095,0.75251,0.75117,0.75266,0.75095,0.75251,0.0013400000000000079,0.75314
31,31,AUDUSD,H1,2021-07-05 10:00:00,2021-07-05T10:00:00,3652,0.75251,0.75311,0.75159,0.75292,0.75251,0.75311,0.75159,0.75292,0.75251,0.75311,0.75159,0.75292,0.00041000000000002146,0.75331
32,32,AUDUSD,H1,2021-07-05 11:00:00,2021-07-05T11:00:00,2905,0.75292,0.7536,0.75271,0.75314,0.75292,0.7536,0.75271,0.75314,0.75292,0.7536,0.75271,0.75314,0.00021999999999999797,0.7532
33,33,AUDUSD,H1,2021-07-05 12:00:00,2021-07-05T12:00:00,3156,0.75314,0.75368,0.75293,0.75331,0.75314,0.75368,0.75293,0.75331,0.75314,0.75368,0.75293,0.75331,0.00017000000000000348,0.75301
34,34,AUDUSD,H1,2021-07-05 13:00:00,2021-07-05T13:00:00,2266,0.7533,0.75356,0.75259,0.7532,0.7533,0.75356,0.75259,0.7532,0.7533,0.75356,0.75259,0.7532,-9.999999999998899e-05,0.75259
35,35,AUDUSD,H1,2021-07-05 14:00:00,2021-07-05T14:00:00,1854,0.7532,0.75366,0.75288,0.75301,0.7532,0.75366,0.75288,0.75301,0.7532,0.75366,0.75288,0.75301,-0.00019000000000002348,0.75256
36,36,AUDUSD,H1,2021-07-05 15:00:00,2021-07-05T15:00:00,2297,0.75301,0.75317,0.75241,0.75259,0.75301,0.75317,0.75241,0.75259,0.75301,0.75317,0.75241,0.75259,-0.00041999999999997595,0.75296
37,37,AUDUSD,H1,2021-07-05 16:00:00,2021-07-05T16:00:00,2284,0.75259,0.75286,0.75225,0.75256,0.75259,0.75286,0.75225,0.75256,0.75259,0.75286,0.75225,0.75256,-2.999999999997449e-05,0.75315
38,38,AUDUSD,H1,2021-07-05 17:00:00,2021-07-05T17:00:00,1833,0.75256,0.753,0.75169,0.75296,0.75256,0.753,0.75169,0.75296,0.75256,0.753,0.75169,0.75296,0.00039999999999995595,0.75328
39,39,AUDUSD,H1,2021-07-05 18:00:00,2021-07-05T18:00:00,1648,0.75296,0.75326,0.75286,0.75315,0.75296,0.75326,0.75286,0.75315,0.75296,0.75326,0.75286,0.75315,0.00019000000000002348,0.75289
40,40,AUDUSD,H1,2021-07-05 19:00:00,2021-07-05T19:00:00,1001,0.75315,0.75337,0.75303,0.75328,0.75315,0.75337,0.75303,0.75328,0.75315,0.75337,0.75303,0.75328,0.00012999999999996348,0.75308
41,41,AUDUSD,H1,2021-07-05 20:00:00,2021-07-05T20:00:00,2164,0.75328,0.75328,0.75275,0.75289,0.75328,0.75328,0.75275,0.75289,0.75328,0.75328,0.75275,0.75289,-0.00039000000000000146,0.75313
42,42,AUDUSD,H1,2021-07-05 21:00:00,2021-07-05T21:00:00,4987,0.75289,0.75341,0.75265,0.75308,0.75289,0.75341,0.75265,0.75308,0.75289,0.75341,0.75265,0.75308,0.00019000000000002348,0.7524
43,43,AUDUSD,H1,2021-07-05 22:00:00,2021-07-05T22:00:00,1984,0.75308,0.75332,0.75293,0.75313,0.75308,0.75332,0.75293,0.75313,0.75308,0.75332,0.75293,0.75313,4.999999999999449e-05,0.75274
44,44,AUDUSD,H1,2021-07-05 23:00:00,2021-07-05T23:00:00,1059,0.75313,0.75313,0.75224,0.7524,0.75313,0.75313,0.75224,0.7524,0.75313,0.75313,0.75224,0.7524,-0.0007300000000000084,0.75447
45,45,AUDUSD,H1,2021-07-06 00:00:00,2021-07-06T00:00:00,685,0.7524,0.75313,0.75224,0.75274,0.7524,0.75313,0.75224,0.75274,0.7524,0.75313,0.75224,0.75274,0.00034000000000000696,0.754
46,46,AUDUSD,H1,2021-07-06 01:00:00,2021-07-06T01:00:00,1144,0.75274,0.75471,0.75274,0.75447,0.75274,0.75471,0.75274,0.75447,0.75274,0.75471,0.75274,0.75447,0.0017300000000000093,0.75415
47,47,AUDUSD,H1,2021-07-06 02:00:00,2021-07-06T02:00:00,935,0.75447,0.75455,0.75385,0.754,0.75447,0.75455,0.75385,0.754,0.75447,0.75455,0.75385,0.754,-0.00046999999999997044,0.75507
48,48,AUDUSD,H1,2021-07-06 03:00:00,2021-07-06T03:00:00,1893,0.754,0.75481,0.7537,0.75415,0.754,0.75481,0.7537,0.75415,0.754,0.75481,0.7537,0.75415,0.00014999999999998348,0.75587
49,49,AUDUSD,H1,2021-07-06 04:00:00,2021-07-06T04:00:00,2168,0.75415,0.75512,0.75385,0.75507,0.75415,0.75512,0.75385,0.75507,0.75415,0.75512,0.75385,0.75507,0.0009200000000000319,0.75672
50,50,AUDUSD,H1,2021-07-06 05:00:00,2021-07-06T05:00:00,2160,0.75507,0.75596,0.755,0.75587,0.75507,0.75596,0.755,0.75587,0.75507,0.75596,0.755,0.75587,0.0008000000000000229,0.75594
51,51,AUDUSD,H1,2021-07-06 06:00:00,2021-07-06T06:00:00,2081,0.75587,0.75687,0.75564,0.75672,0.75587,0.75687,0.75564,0.75672,0.75587,0.75687,0.75564,0.75672,0.0008499999999999064,0.75765
52,52,AUDUSD,H1,2021-07-06 07:00:00,2021-07-06T07:00:00,4092,0.75673,0.7571,0.75433,0.75594,0.75673,0.7571,0.75433,0.75594,0.75673,0.7571,0.75433,0.75594,-0.0007900000000000684,0.75903
53,53,AUDUSD,H1,2021-07-06 08:00:00,2021-07-06T08:00:00,2777,0.75594,0.75766,0.75593,0.75765,0.75594,0.75766,0.75593,0.75765,0.75594,0.75766,0.75593,0.75765,0.0017100000000001003,0.75794
54,54,AUDUSD,H1,2021-07-06 09:00:00,2021-07-06T09:00:00,5422,0.75765,0.75985,0.75731,0.75903,0.75765,0.75985,0.75731,0.75903,0.75765,0.75985,0.75731,0.75903,0.0013799999999999368,0.75789
55,55,AUDUSD,H1,2021-07-06 10:00:00,2021-07-06T10:00:00,4466,0.75903,0.75903,0.75766,0.75794,0.75903,0.75903,0.75766,0.75794,0.75903,0.75903,0.75766,0.75794,-0.0010900000000000354,0.75775
56,56,AUDUSD,H1,2021-07-06 11:00:00,2021-07-06T11:00:00,4344,0.75794,0.7581,0.75697,0.75789,0.75794,0.7581,0.75697,0.75789,0.75794,0.7581,0.75697,0.75789,-4.999999999999449e-05,0.75739
57,57,AUDUSD,H1,2021-07-06 12:00:00,2021-07-06T12:00:00,3436,0.75789,0.75807,0.75668,0.75775,0.75789,0.75807,0.75668,0.75775,0.75789,0.75807,0.75668,0.75775,-0.00013999999999991797,0.75737
58,58,AUDUSD,H1,2021-07-06 13:00:00,2021-07-06T13:00:00,2976,0.75774,0.75847,0.75737,0.75739,0.75774,0.75847,0.75737,0.75739,0.75774,0.75847,0.75737,0.75739,-0.00034999999999996145,0.75654
59,59,AUDUSD,H1,2021-07-06 14:00:00,2021-07-06T14:00:00,2343,0.75739,0.75801,0.75711,0.75737,0.75739,0.75801,0.75711,0.75737,0.75739,0.75801,0.75711,0.75737,-2.0000000000020002e-05,0.7544
60,60,AUDUSD,H1,2021-07-06 15:00:00,2021-07-06T15:00:00,3917,0.75737,0.758,0.75636,0.75654,0.75737,0.758,0.75636,0.75654,0.75737,0.758,0.75636,0.75654,-0.0008299999999999974,0.75003
61,61,AUDUSD,H1,2021-07-06 16:00:00,2021-07-06T16:00:00,8512,0.75654,0.75667,0.75418,0.7544,0.75654,0.75667,0.75418,0.7544,0.75654,0.75667,0.75418,0.7544,-0.0021400000000000308,0.74974
62,62,AUDUSD,H1,2021-07-06 17:00:00,2021-07-06T17:00:00,15110,0.7544,0.75468,0.74898,0.75003,0.7544,0.75468,0.74898,0.75003,0.7544,0.75468,0.74898,0.75003,-0.004369999999999985,0.7486
63,63,AUDUSD,H1,2021-07-06 18:00:00,2021-07-06T18:00:00,8466,0.75004,0.75074,0.74868,0.74974,0.75004,0.75074,0.74868,0.74974,0.75004,0.75074,0.74868,0.74974,-0.000300000000000078,0.74949
64,64,AUDUSD,H1,2021-07-06 19:00:00,2021-07-06T19:00:00,5889,0.74974,0.74975,0.74802,0.7486,0.74974,0.74975,0.74802,0.7486,0.74974,0.74975,0.74802,0.7486,-0.0011399999999999189,0.74961
65,65,AUDUSD,H1,2021-07-06 20:00:00,2021-07-06T20:00:00,2606,0.7486,0.74954,0.7484,0.74949,0.7486,0.74954,0.7484,0.74949,0.7486,0.74954,0.7484,0.74949,0.0008899999999999464,0.74935
66,66,AUDUSD,H1,2021-07-06 21:00:00,2021-07-06T21:00:00,1643,0.74948,0.74985,0.74901,0.74961,0.74948,0.74985,0.74901,0.74961,0.74948,0.74985,0.74901,0.74961,0.00012999999999996348,0.7492
67,67,AUDUSD,H1,2021-07-06 22:00:00,2021-07-06T22:00:00,1363,0.74961,0.75001,0.74931,0.74935,0.74961,0.75001,0.74931,0.74935,0.74961,0.75001,0.74931,0.74935,-0.000260000000000038,0.74934
68,68,AUDUSD,H1,2021-07-06 23:00:00,2021-07-06T23:00:00,854,0.74935,0.74954,0.74913,0.7492,0.74935,0.74954,0.74913,0.7492,0.74935,0.74954,0.74913,0.7492,-0.00014999999999998348,0.74929
69,69,AUDUSD,H1,2021-07-07 00:00:00,2021-07-07T00:00:00,150,0.7492,0.74938,0.74886,0.74934,0.7492,0.74938,0.74886,0.74934,0.7492,0.74938,0.74886,0.74934,0.000140000000000029,0.74941
70,70,AUDUSD,H1,2021-07-07 01:00:00,2021-07-07T01:00:00,767,0.74936,0.74951,0.74886,0.74929,0.74936,0.74951,0.74886,0.74929,0.74936,0.74951,0.74886,0.74929,-7.00000000000145e-05,0.74927
71,71,AUDUSD,H1,2021-07-07 02:00:00,2021-07-07T02:00:00,1306,0.74929,0.74971,0.7492,0.74941,0.74929,0.74971,0.7492,0.74941,0.74929,0.74971,0.7492,0.74941,0.00012000000000000899,0.74921
72,72,AUDUSD,H1,2021-07-07 03:00:00,2021-07-07T03:00:00,3529,0.74941,0.74956,0.74825,0.74927,0.74941,0.74956,0.74825,0.74927,0.74941,0.74956,0.74825,0.74927,-0.000140000000000029,0.74862
73,73,AUDUSD,H1,2021-07-07 04:00:00,2021-07-07T04:00:00,2619,0.74927,0.74946,0.74866,0.74921,0.74927,0.74946,0.74866,0.74921,0.74927,0.74946,0.74866,0.74921,-5.999999999994898e-05,0.74912
74,74,AUDUSD,H1,2021-07-07 05:00:00,2021-07-07T05:00:00,1953,0.74921,0.74932,0.74831,0.74862,0.74921,0.74932,0.74831,0.74862,0.74921,0.74932,0.74831,0.74862,-0.0005900000000000905,0.74945
75,75,AUDUSD,H1,2021-07-07 06:00:00,2021-07-07T06:00:00,1279,0.74862,0.74933,0.74839,0.74912,0.74862,0.74933,0.74839,0.74912,0.74862,0.74933,0.74839,0.74912,0.000500000000000056,0.75044
76,76,AUDUSD,H1,2021-07-07 07:00:00,2021-07-07T07:00:00,992,0.74912,0.74978,0.74907,0.74945,0.74912,0.74978,0.74907,0.74945,0.74912,0.74978,0.74907,0.74945,0.00032999999999994145,0.75066
77,77,AUDUSD,H1,2021-07-07 08:00:00,2021-07-07T08:00:00,2028,0.74945,0.7506,0.7494,0.75044,0.74945,0.7506,0.7494,0.75044,0.74945,0.7506,0.7494,0.75044,0.0009900000000000464,0.75089
78,78,AUDUSD,H1,2021-07-07 09:00:00,2021-07-07T09:00:00,2449,0.75044,0.75084,0.74961,0.75066,0.75044,0.75084,0.74961,0.75066,0.75044,0.75084,0.74961,0.75066,0.00021999999999999797,0.7505
79,79,AUDUSD,H1,2021-07-07 10:00:00,2021-07-07T10:00:00,3708,0.75066,0.75123,0.74966,0.75089,0.75066,0.75123,0.74966,0.75089,0.75066,0.75123,0.74966,0.75089,0.00022999999999995246,0.75166
80,80,AUDUSD,H1,2021-07-07 11:00:00,2021-07-07T11:00:00,3331,0.75089,0.75153,0.74987,0.7505,0.75089,0.75153,0.74987,0.7505,0.75089,0.75153,0.74987,0.7505,-0.00039000000000000146,0.75159
81,81,AUDUSD,H1,2021-07-07 12:00:00,2021-07-07T12:00:00,2567,0.7505,0.75171,0.75044,0.75166,0.7505,0.75171,0.75044,0.75166,0.7505,0.75171,0.75044,0.75166,0.0011600000000000499,0.75231
82,82,AUDUSD,H1,2021-07-07 13:00:00,2021-07-07T13:00:00,2570,0.75166,0.75174,0.75092,0.75159,0.75166,0.75174,0.75092,0.75159,0.75166,0.75174,0.75092,0.75159,-7.00000000000145e-05,0.75075
83,83,AUDUSD,H1,2021-07-07 14:00:00,2021-07-07T14:00:00,1966,0.75159,0.75257,0.75088,0.75231,0.75159,0.75257,0.75088,0.75231,0.75159,0.75257,0.75088,0.75231,0.0007200000000000539,0.75066
84,84,AUDUSD,H1,2021-07-07 15:00:00,2021-07-07T15:00:00,4208,0.75231,0.75334,0.75067,0.75075,0.75231,0.75334,0.75067,0.75075,0.75231,0.75334,0.75067,0.75075,-0.0015600000000000058,0.74766
85,85,AUDUSD,H1,2021-07-07 16:00:00,2021-07-07T16:00:00,5912,0.75075,0.75171,0.75026,0.75066,0.75075,0.75171,0.75026,0.75066,0.75075,0.75171,0.75026,0.75066,-9.00000000000345e-05,0.74839
86,86,AUDUSD,H1,2021-07-07 17:00:00,2021-07-07T17:00:00,10983,0.75066,0.75076,0.74621,0.74766,0.75066,0.75076,0.74621,0.74766,0.75066,0.75076,0.74621,0.74766,-0.0030000000000000027,0.74871
87,87,AUDUSD,H1,2021-07-07 18:00:00,2021-07-07T18:00:00,5125,0.74766,0.74866,0.74745,0.74839,0.74766,0.74866,0.74745,0.74839,0.74766,0.74866,0.74745,0.74839,0.0007300000000000084,0.74842
88,88,AUDUSD,H1,2021-07-07 19:00:00,2021-07-07T19:00:00,2977,0.74839,0.74877,0.74815,0.74871,0.74839,0.74877,0.74815,0.74871,0.74839,0.74877,0.74815,0.74871,0.00031999999999998696,0.74859
89,89,AUDUSD,H1,2021-07-07 20:00:00,2021-07-07T20:00:00,2120,0.7487,0.74873,0.74818,0.74842,0.7487,0.74873,0.74818,0.74842,0.7487,0.74873,0.74818,0.74842,-0.000280000000000058,0.74828
90,90,AUDUSD,H1,2021-07-07 21:00:00,2021-07-07T21:00:00,12845,0.74842,0.75065,0.748,0.74859,0.74842,0.75065,0.748,0.74859,0.74842,0.75065,0.748,0.74859,0.00017000000000000348,0.74819
91,91,AUDUSD,H1,2021-07-07 22:00:00,2021-07-07T22:00:00,3965,0.74859,0.74874,0.74777,0.74828,0.74859,0.74874,0.74777,0.74828,0.74859,0.74874,0.74777,0.74828,-0.00031000000000003247,0.74815
92,92,AUDUSD,H1,2021-07-07 23:00:00,2021-07-07T23:00:00,1168,0.74828,0.74849,0.74777,0.74819,0.74828,0.74849,0.74777,0.74819,0.74828,0.74849,0.74777,0.74819,-8.999999999992347e-05,0.74868
93,93,AUDUSD,H1,2021-07-08 00:00:00,2021-07-08T00:00:00,182,0.74819,0.7486,0.74793,0.74815,0.74819,0.7486,0.74793,0.74815,0.74819,0.7486,0.74793,0.74815,-4.0000000000040004e-05,0.74827
94,94,AUDUSD,H1,2021-07-08 01:00:00,2021-07-08T01:00:00,625,0.74832,0.74882,0.74817,0.74868,0.74832,0.74882,0.74817,0.74868,0.74832,0.74882,0.74817,0.74868,0.00036000000000002697,0.74681
95,95,AUDUSD,H1,2021-07-08 02:00:00,2021-07-08T02:00:00,1147,0.74868,0.74872,0.74821,0.74827,0.74868,0.74872,0.74821,0.74827,0.74868,0.74872,0.74821,0.74827,-0.00041000000000002146,0.74557
96,96,AUDUSD,H1,2021-07-08 03:00:00,2021-07-08T03:00:00,4607,0.74827,0.74834,0.74657,0.74681,0.74827,0.74834,0.74657,0.74681,0.74827,0.74834,0.74657,0.74681,-0.0014600000000000168,0.74634
97,97,AUDUSD,H1,2021-07-08 04:00:00,2021-07-08T04:00:00,3951,0.74681,0.74693,0.74555,0.74557,0.74681,0.74693,0.74555,0.74557,0.74681,0.74693,0.74555,0.74557,-0.0012400000000000189,0.74634
98,98,AUDUSD,H1,2021-07-08 05:00:00,2021-07-08T05:00:00,3626,0.74557,0.74637,0.74542,0.74634,0.74557,0.74637,0.74542,0.74634,0.74557,0.74637,0.74542,0.74634,0.0007700000000000484,0.74644
99,99,AUDUSD,H1,2021-07-08 06:00:00,2021-07-08T06:00:00,2108,0.74634,0.74662,0.74585,0.74634,0.74634,0.74662,0.74585,0.74634,0.74634,0.74662,0.74585,0.74634,0.0,0.74608
100,100,AUDUSD,H1,2021-07-08 07:00:00,2021-07-08T07:00:00,1677,0.74634,0.74677,0.7462,0.74644,0.74634,0.74677,0.7462,0.74644,0.74634,0.74677,0.7462,0.74644,9.999999999998899e-05,0.74388
101,101,AUDUSD,H1,2021-07-08 08:00:00,2021-07-08T08:00:00,2987,0.74644,0.74644,0.74539,0.74608,0.74644,0.74644,0.74539,0.74608,0.74644,0.74644,0.74539,0.74608,-0.00036000000000002697,0.74389
102,102,AUDUSD,H1,2021-07-08 09:00:00,2021-07-08T09:00:00,6070,0.74608,0.74619,0.74355,0.74388,0.74608,0.74619,0.74355,0.74388,0.74608,0.74619,0.74355,0.74388,-0.0021999999999999797,0.74371
103,103,AUDUSD,H1,2021-07-08 10:00:00,2021-07-08T10:00:00,10875,0.74388,0.74435,0.74248,0.74389,0.74388,0.74435,0.74248,0.74389,0.74388,0.74435,0.74248,0.74389,1.0000000000065512e-05,0.74374
104,104,AUDUSD,H1,2021-07-08 11:00:00,2021-07-08T11:00:00,9500,0.74389,0.74389,0.74253,0.74371,0.74389,0.74389,0.74253,0.74371,0.74389,0.74389,0.74253,0.74371,-0.000180000000000069,0.7433
105,105,AUDUSD,H1,2021-07-08 12:00:00,2021-07-08T12:00:00,6128,0.74371,0.74437,0.74279,0.74374,0.74371,0.74437,0.74279,0.74374,0.74371,0.74437,0.74279,0.74374,2.999999999997449e-05,0.74223
106,106,AUDUSD,H1,2021-07-08 13:00:00,2021-07-08T13:00:00,8533,0.74374,0.74374,0.74175,0.7433,0.74374,0.74374,0.74175,0.7433,0.74374,0.74374,0.74175,0.7433,-0.00043999999999999595,0.74269
107,107,AUDUSD,H1,2021-07-08 14:00:00,2021-07-08T14:00:00,5684,0.7433,0.74358,0.74221,0.74223,0.7433,0.74358,0.74221,0.74223,0.7433,0.74358,0.74221,0.74223,-0.0010700000000000154,0.74402
108,108,AUDUSD,H1,2021-07-08 15:00:00,2021-07-08T15:00:00,7990,0.74223,0.7435,0.74161,0.74269,0.74223,0.7435,0.74161,0.74269,0.74223,0.7435,0.74161,0.74269,0.00046000000000001595,0.74236
109,109,AUDUSD,H1,2021-07-08 16:00:00,2021-07-08T16:00:00,10449,0.7427,0.74505,0.74269,0.74402,0.7427,0.74505,0.74269,0.74402,0.7427,0.74505,0.74269,0.74402,0.0013199999999999878,0.74365
110,110,AUDUSD,H1,2021-07-08 17:00:00,2021-07-08T17:00:00,14173,0.74402,0.74466,0.74218,0.74236,0.74402,0.74466,0.74218,0.74236,0.74402,0.74466,0.74218,0.74236,-0.0016599999999999948,0.74418
111,111,AUDUSD,H1,2021-07-08 18:00:00,2021-07-08T18:00:00,5954,0.74236,0.74392,0.74229,0.74365,0.74236,0.74392,0.74229,0.74365,0.74236,0.74392,0.74229,0.74365,0.0012900000000000134,0.74354
112,112,AUDUSD,H1,2021-07-08 19:00:00,2021-07-08T19:00:00,2778,0.74365,0.7443,0.74358,0.74418,0.74365,0.7443,0.74358,0.74418,0.74365,0.7443,0.74358,0.74418,0.0005299999999999194,0.74238
113,113,AUDUSD,H1,2021-07-08 20:00:00,2021-07-08T20:00:00,2829,0.74418,0.74428,0.74347,0.74354,0.74418,0.74428,0.74347,0.74354,0.74418,0.74428,0.74347,0.74354,-0.0006399999999999739,0.74292
114,114,AUDUSD,H1,2021-07-08 21:00:00,2021-07-08T21:00:00,2983,0.74354,0.74358,0.74233,0.74238,0.74354,0.74358,0.74233,0.74238,0.74354,0.74358,0.74233,0.74238,-0.0011599999999999389,0.74277
115,115,AUDUSD,H1,2021-07-08 22:00:00,2021-07-08T22:00:00,5025,0.74238,0.74293,0.74199,0.74292,0.74238,0.74293,0.74199,0.74292,0.74238,0.74293,0.74199,0.74292,0.0005399999999999849,0.74249
116,116,AUDUSD,H1,2021-07-08 23:00:00,2021-07-08T23:00:00,1380,0.74293,0.7431,0.74209,0.74277,0.74293,0.7431,0.74209,0.74277,0.74293,0.7431,0.74209,0.74277,-0.00015999999999993797,0.74287
