,midClose_0,midClose_1,midClose_2,openCloseDelta_0,openCloseDelta_1,openCloseDelta_2,volume_0,volume_1,volume_2
2,0.7846309403437814,0.7831142568250762,0.7844624199528134,0.6486229819563094,0.6324786324786368,0.6163342830009535,0.051052332195676904,0.08458475540386802,0.0552901023890785
3,0.7854735422986181,0.7846309403437814,0.7831142568250762,0.6448243114909791,0.6486229819563094,0.6324786324786368,0.027303754266211604,0.051052332195676904,0.08458475540386802
4,0.7906976744186043,0.7854735422986181,0.7846309403437814,0.6695156695156742,0.6448243114909791,0.6486229819563094,0.02349260523321957,0.027303754266211604,0.051052332195676904
5,0.7898550724637676,0.7906976744186043,0.7854735422986181,0.6353276353276371,0.6695156695156742,0.6448243114909791,0.025312855517633674,0.02349260523321957,0.027303754266211604
6,0.7827772160431419,0.7898550724637676,0.7906976744186043,0.6001899335232702,0.6353276353276371,0.6695156695156742,0.05600113765642776,0.025312855517633674,0.02349260523321957
7,0.7672733400741478,0.7827772160431419,0.7898550724637676,0.5527065527065504,0.6001899335232702,0.6353276353276371,0.09109783845278725,0.05600113765642776,0.025312855517633674
8,0.7672733400741478,0.7672733400741478,0.7827772160431419,0.6400759734093081,0.5527065527065504,0.6001899335232702,0.09266211604095562,0.09109783845278725,0.05600113765642776
9,0.762386248736096,0.7672733400741478,0.7672733400741478,0.6125356125356125,0.6400759734093081,0.5527065527065504,0.09414106939704209,0.09266211604095562,0.09109783845278725
10,0.7851365015166838,0.762386248736096,0.7672733400741478,0.7682811016144442,0.6125356125356125,0.6400759734093081,0.051734926052332195,0.09414106939704209,0.09266211604095562
11,0.786316144253453,0.7851365015166838,0.762386248736096,0.6467236467236389,0.7682811016144442,0.6125356125356125,0.0744027303754266,0.051734926052332195,0.09414106939704209
12,0.8289518031681826,0.786316144253453,0.7851365015166838,0.8803418803418864,0.6467236467236389,0.7682811016144442,0.5135665529010238,0.0744027303754266,0.051734926052332195
13,0.8313110886417263,0.8289518031681826,0.786316144253453,0.6533713200379909,0.8803418803418864,0.6467236467236389,0.3360637087599545,0.5135665529010238,0.0744027303754266
14,0.8328277721604316,0.8313110886417263,0.8289518031681826,0.64862298195632,0.6533713200379909,0.8803418803418864,0.2517633674630262,0.3360637087599545,0.5135665529010238
15,0.8427704752275034,0.8328277721604316,0.8313110886417263,0.6951566951566993,0.64862298195632,0.6533713200379909,0.1197952218430034,0.2517633674630262,0.3360637087599545
16,0.8481631277384558,0.8427704752275034,0.8328277721604316,0.6704653371320042,0.6951566951566993,0.64862298195632,0.06564277588168373,0.1197952218430034,0.2517633674630262
17,0.8901247050893151,0.8481631277384558,0.8427704752275034,0.8765432098765454,0.6704653371320042,0.6951566951566993,0.06171786120591582,0.06564277588168373,0.1197952218430034
18,0.8973710819009106,0.8901247050893151,0.8481631277384558,0.6809116809116865,0.8765432098765454,0.6704653371320042,0.06146188850967008,0.06171786120591582,0.06564277588168373
19,0.8946747556454326,0.8973710819009106,0.8901247050893151,0.6248812915479548,0.6809116809116865,0.8765432098765454,0.044596131968145616,0.06146188850967008,0.06171786120591582
20,0.8921469497809245,0.8946747556454326,0.8973710819009106,0.6258309591642953,0.6248812915479548,0.6809116809116865,0.039391353811149034,0.044596131968145616,0.06146188850967008
21,0.8872598584428708,0.8921469497809245,0.8946747556454326,0.6495726495726499,0.6258309591642953,0.6248812915479548,0.0016496018202502845,0.039391353811149034,0.044596131968145616
22,0.880013481631277,0.8872598584428708,0.8921469497809245,0.5859449192782469,0.6495726495726499,0.6258309591642953,0.028242320819112626,0.0016496018202502845,0.039391353811149034
23,0.8773171553758008,0.880013481631277,0.8872598584428708,0.6248812915479653,0.5859449192782469,0.6495726495726499,0.04872013651877133,0.028242320819112626,0.0016496018202502845
24,0.8714189416919442,0.8773171553758008,0.880013481631277,0.6068376068376011,0.6248812915479653,0.5859449192782469,0.04590443686006826,0.04872013651877133,0.028242320819112626
25,0.8783282777216037,0.8714189416919442,0.8773171553758008,0.679012345679016,0.6068376068376011,0.6248812915479653,0.06823094425483503,0.04590443686006826,0.04872013651877133
26,0.8768115942028984,0.8783282777216037,0.8714189416919442,0.6315289648623068,0.679012345679016,0.6068376068376011,0.04126848691695108,0.06823094425483503,0.04590443686006826
27,0.8673744523087308,0.8768115942028984,0.8783282777216037,0.5859449192782574,0.6315289648623068,0.679012345679016,0.03796928327645051,0.04126848691695108,0.06823094425483503
28,0.8752949106841932,0.8673744523087308,0.8768115942028984,0.6847103513770169,0.5859449192782574,0.6315289648623068,0.030005688282138794,0.03796928327645051,0.04126848691695108
29,0.867542972699697,0.8752949106841932,0.8673744523087308,0.5963912630579293,0.6847103513770169,0.5859449192782574,0.04436860068259386,0.030005688282138794,0.03796928327645051
