,midCloseDelta,Prediction
3515,1.000000000006541e-05,-0.00028148954
3516,-0.00021999999999999797,-0.00027989098
3517,0.0001999999999999776,-0.0005177548
3518,0.002270000000000105,0.00057840167
3519,0.0017399999999999634,-6.778428e-05
3520,0.0016499999999999295,-0.00070088747
3521,0.0012600000000000384,-0.00094950607
3522,0.00023000000000006338,-0.0008646045
3523,0.0012900000000000138,-0.00022637994
3524,0.0014699999999999711,-0.00041841305
3525,-0.00012000000000000918,-0.0033859445
3526,-0.0012499999999999731,-0.0030668918
3527,-0.0008700000000000369,-0.001386075
3528,-0.0013300000000000534,-0.00015125237
3529,-2.000000000002039e-05,-0.00042030367
3530,0.0008799999999999919,-0.0005762372
3531,-0.00013999999999991778,-0.0011973522
3532,-9.99999999995498e-06,-0.0007554576
3533,0.0007599999999999827,7.938717e-05
3534,-0.00047000000000008173,0.00019514574
3535,-0.002190000000000025,0.0006674516
3536,-0.0011099999999999441,-0.00027333276
3537,0.00034999999999996075,0.0015188786
3538,0.00029000000000001274,0.00035400418
3539,0.0008700000000000369,-0.00092702475
3540,0.0009799999999999807,-0.00022845207
3541,0.00046000000000001633,-0.00021604195
3542,0.0023800000000000487,-0.00061814766
3543,0.0024499999999999518,0.00052703306
3544,-0.0005900000000000909,0.00017218682
3545,-0.002259999999999929,6.910847e-05
3546,-0.00044999999999995093,-0.0005190518
3547,0.0011999999999999786,-2.6023815e-06
3548,0.00029000000000001274,-0.00061940955
3549,0.00012999999999996416,-4.9193608e-05
3550,5.9999999999949376e-05,-0.00042756237
3551,-0.0001700000000000036,-0.00011478467
3552,0.0006099999999999995,0.00038288525
3553,0.00031000000000003177,-9.660316e-05
3554,-0.0006300000000000199,-0.00034669708
3555,-0.0007300000000000087,0.00021014037
3556,0.00040000000000006697,0.00041921608
3557,0.0015100000000000118,0.0003793258
3558,0.0017000000000000344,-0.00022144077
3559,0.0005899999999999791,-9.1565904e-05
3560,-0.00030000000000007814,0.00038768462
3561,-0.0005999999999999341,0.00084447255
3562,-0.0004999999999999454,0.0012328564
3563,-0.0009000000000000123,-0.0005329229
3564,-0.0001100000000000542,0.00069426856
3565,0.0009799999999999807,-5.7321125e-05
3566,-0.0012400000000000189,0.00030387545
3567,-0.004390000000000005,-0.00018890655
3568,-0.0041599999999999415,-0.00025915497
3569,-0.0012600000000000384,-0.00044161058
3570,0.00034999999999996075,7.8923855e-05
3571,0.0007800000000000031,0.00032739504
3572,-0.0018099999999999783,-0.00042497786
3573,-0.003920000000000035,-0.00028628085
3574,-0.0018599999999999726,-0.0004987067
3575,-0.00013999999999991778,6.043273e-05
3576,0.00014000000000002956,0.0003827147
3577,-0.0007099999999999883,0.00049652194
3578,-0.0013400000000000083,-4.4348868e-05
3579,-0.00046000000000001633,-0.00049252686
3580,0.0022499999999999742,-0.0011977534
3581,0.002329999999999944,-0.0015052881
3582,-0.0013100000000000336,0.00019437134
3583,-0.0016800000000000148,-0.00030838634
3584,-0.00015999999999993816,-0.00049899943
3585,0.00037000000000009297,-0.0006004229
3586,0.0007999999999999117,0.0007166976
3587,-0.0029300000000000988,-0.00046071946
3588,-0.003869999999999929,-0.00024374461
3589,-0.0015499999999999407,-0.00038138102
3590,-0.0010400000000000405,7.41889e-05
3591,-0.000909999999999966,-6.6243534e-05
3592,-0.0005699999999999601,-0.0006657841
3593,0.0005899999999999791,-0.00056274526
3594,0.00039000000000000157,-0.00017331979
3595,0.00039000000000000157,0.00017827295
3596,0.00036000000000002756,-0.00029797002
3597,0.0006699999999999488,-0.00074056984
3598,0.0008899999999999468,-0.0009816634
3599,-0.00029000000000001274,-0.0004231231
3600,-0.0017000000000000344,0.0003402919
3601,-0.00010999999999994377,0.0009320351
3602,0.0006099999999999995,0.0007647988
3603,-0.0019799999999999818,0.0005566834
3604,-0.002769999999999939,0.0006708551
3605,-0.0016900000000000808,0.0009617711
3606,-0.0023600000000000283,0.0007639973
3607,-0.0021199999999998997,0.0004898678
3608,-0.0010700000000000152,0.0004528826
3609,0.002039999999999931,0.0010143884
3610,0.0021400000000000303,0.000615665
