,Unnamed: 0,instrument,granularity,time,stringTime,volume,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose,askOpen,askHigh,askLow,askClose,askCloseDelta,midCloseDelta,bidCloseDelta
1902,1902,BTCUSD,M5,2022-04-09 17:25:00,2022-04-09T17:25:00,0.8880866425992779,0.38382977157298104,0.38021153609642155,0.39495945078380323,0.3841848906438585,0.38382977157298104,0.38021153609642155,0.39495945078380323,0.3841848906438585,0.38382977157298104,0.38021153609642155,0.39495945078380323,0.3841848906438585,-71.0,0.44582531932731734,-71.0
1903,1903,BTCUSD,M5,2022-04-09 17:30:00,2022-04-09T17:30:00,0.8108303249097473,0.38428858846333114,0.37899643340302624,0.3965582976462514,0.3830037239900834,0.38428858846333114,0.37899643340302624,0.3965582976462514,0.3830037239900834,0.38428858846333114,0.37899643340302624,0.3965582976462514,0.3830037239900834,-102.62000000000262,0.43023129654288045,-102.62000000000262
1904,1904,BTCUSD,M5,2022-04-09 17:35:00,2022-04-09T17:35:00,0.6642599277978338,0.38309615526167295,0.3801783298487278,0.3942830155727677,0.3833868050669835,0.38309615526167295,0.3801783298487278,0.3942830155727677,0.3833868050669835,0.38309615526167295,0.3801783298487278,0.3942830155727677,0.3833868050669835,-89.5,0.4367016817083401,-89.5
1905,1905,BTCUSD,M5,2022-04-09 17:40:00,2022-04-09T17:40:00,0.6714801444043321,0.38360281669406415,0.37935063337842845,0.391700262948814,0.38531448869112683,0.38360281669406415,0.37935063337842845,0.391700262948814,0.38531448869112683,0.38360281669406415,0.37935063337842845,0.391700262948814,0.38531448869112683,-26.30000000000291,0.46787000049316885,-26.30000000000291
1906,1906,BTCUSD,M5,2022-04-09 17:45:00,2022-04-09T17:45:00,0.8498194945848375,0.38553990725519505,0.379658098634855,0.39282437528133496,0.38357097866164747,0.38553990725519505,0.379658098634855,0.39282437528133496,0.38357097866164747,0.38553990725519505,0.379658098634855,0.39282437528133496,0.38357097866164747,-38.0,0.4620999161611685,-38.0
1907,1907,BTCUSD,M5,2022-04-09 17:50:00,2022-04-09T17:50:00,0.584115523465704,0.38378683416345627,0.3805804944041329,0.3967649178561672,0.3867633209691457,0.38378683416345627,0.3805804944041329,0.3967649178561672,0.3867633209691457,0.38378683416345627,0.3805804944041329,0.3967649178561672,0.3867633209691457,-26.0,0.468017951373478,-26.0
1908,1908,BTCUSD,M5,2022-04-09 17:55:00,2022-04-09T17:55:00,0.6888086642599277,0.3869764702995804,0.38224080678883343,0.39815714450869866,0.3885436657175587,0.3869764702995804,0.38224080678883343,0.39815714450869866,0.3885436657175587,0.3869764702995804,0.38224080678883343,0.39815714450869866,0.3885436657175587,-37.0,0.46259308576219427,-37.0
1909,1909,BTCUSD,M5,2022-04-09 18:00:00,2022-04-09T18:00:00,0.615884476534296,0.38875530583703366,0.38310170950682565,0.40121463166257865,0.3897100984837598,0.38875530583703366,0.38310170950682565,0.40121463166257865,0.3897100984837598,0.38875530583703366,0.38310170950682565,0.40121463166257865,0.3897100984837598,85.0,0.5227597770873411,85.0
1910,1910,BTCUSD,M5,2022-04-09 18:05:00,2022-04-09T18:05:00,0.45631768953068585,0.38992074980984803,0.38310170950682565,0.399396865768197,0.3875700013137715,0.38992074980984803,0.38310170950682565,0.399396865768197,0.3875700013137715,0.38992074980984803,0.38310170950682565,0.399396865768197,0.3875700013137715,15.569999999999709,0.4885190116881201,15.569999999999709
1911,1911,BTCUSD,M5,2022-04-09 18:10:00,2022-04-09T18:10:00,0.6548736462093863,0.38778246681551565,0.3818718484811221,0.3973909278969252,0.38750001534779965,0.38778246681551565,0.3818718484811221,0.3973909278969252,0.38750001534779965,0.38778246681551565,0.3818718484811221,0.3973909278969252,0.38750001534779965,31.0,0.49612861863194824,31.0
